vestiging_uri,v_status,v_content_type,v_valid_turtle,linked_onderneming,o_status,o_valid_turtle,error
https://data.vlaanderen.be/id/vestiging/2067284091,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0452587053,200,True,
https://data.vlaanderen.be/id/vestiging/2221143612,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0535730505,200,True,
https://data.vlaanderen.be/id/vestiging/2234849118,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2229187682,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0471824925,200,True,
https://data.vlaanderen.be/id/vestiging/2174287266,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0896237537,200,True,
https://data.vlaanderen.be/id/vestiging/2227240358,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2177386714,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0810788257,200,True,
https://data.vlaanderen.be/id/vestiging/2239211940,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2138249489,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0407841151,200,True,
https://data.vlaanderen.be/id/vestiging/2217573022,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2083476955,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0461497888,200,True,
https://data.vlaanderen.be/id/vestiging/2145723142,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0477853870,200,True,
https://data.vlaanderen.be/id/vestiging/2163440983,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0212178590,200,True,
https://data.vlaanderen.be/id/vestiging/2064709633,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0451171843,200,True,
https://data.vlaanderen.be/id/vestiging/2259330235,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2164717326,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0891256091,200,True,
https://data.vlaanderen.be/id/vestiging/2068711179,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0453533693,200,True,
https://data.vlaanderen.be/id/vestiging/2159422413,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0479520983,200,True,
https://data.vlaanderen.be/id/vestiging/2243550711,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0879144256,200,True,
https://data.vlaanderen.be/id/vestiging/2022207894,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0423888416,200,True,
https://data.vlaanderen.be/id/vestiging/2054370819,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0444582672,200,True,
https://data.vlaanderen.be/id/vestiging/2142943794,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0464033944,200,True,
https://data.vlaanderen.be/id/vestiging/2142943794,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0464033944,200,True,
https://data.vlaanderen.be/id/vestiging/2142943695,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0464033944,200,True,
https://data.vlaanderen.be/id/vestiging/2142943695,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0464033944,200,True,
https://data.vlaanderen.be/id/vestiging/2040124982,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0435152589,200,True,
https://data.vlaanderen.be/id/vestiging/2026420862,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0426822071,200,True,
https://data.vlaanderen.be/id/vestiging/2151088331,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0878407155,200,True,
https://data.vlaanderen.be/id/vestiging/2060058878,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0448827116,404,False,HTTP 404
https://data.vlaanderen.be/id/vestiging/2144771750,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0267380894,200,True,
https://data.vlaanderen.be/id/vestiging/2160749234,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0207489037,200,True,
https://data.vlaanderen.be/id/vestiging/2017394716,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0419293485,200,True,
https://data.vlaanderen.be/id/vestiging/2069186281,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0453434022,200,True,
